,Month,Day,Year,Artist,Tour,Venue
0,Nov,1,2003,Little Birdy,,"Corner Hotel, Melbourne, Australia"
0,Nov,1,2003,Strapping Young Lad,,"The Hi-Fi, Melbourne, Australia"
0,Oct,31,2003,10cc,Australian Tour 2003,"Unknown Venue, Melbourne, Australia"
0,Oct,31,2003,The Flood,,"Corner Hotel, Melbourne, Australia"
0,Oct,31,2003,Alex Lloyd,,"Forum Theatre, Melbourne, Australia"
0,Oct,31,2003,Kevin Welch,,"Corner Hotel, Melbourne, Australia"
0,Oct,30,2003,Stephen Cummings,,"Albert Park, Melbourne, Australia"
0,Oct,29,2003,Beasts of Bourbon,,"The Tote Hotel, Melbourne, Australia"
0,Oct,29,2003,The Cat Empire,The Cat Empire,"The Spiegeltent, Melbourne, Australia"
0,Oct,29,2003,Harper,,"Corner Hotel, Melbourne, Australia"
0,Oct,29,2003,Hoss,,"The Tote Hotel, Melbourne, Australia"
0,Oct,29,2003,Lloyd Spiegel,,"Corner Hotel, Melbourne, Australia"
0,Oct,28,2003,Beasts of Bourbon,,"The Tote Hotel, Melbourne, Australia"
0,Oct,28,2003,Hoss,,"The Tote Hotel, Melbourne, Australia"
0,Oct,28,2003,Keith Urban,,"Rod Laver Arena, Melbourne, Australia"
0,Oct,26,2003,Androgyny,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,Aviator Lane,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,Jen Cloher,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,Dolly Blitz,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,The Gamma Rays,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,The Hovercrafts,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,Interstater,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,Jika,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,Loudhailer,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,Phoebe's Dream,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,Run on One,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,Sojourn,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,Sounds Like Chicken,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,Turning Circles,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,The Twits,,"Corner Hotel, Melbourne, Australia"
0,Oct,26,2003,Vinegar Tom,,"Corner Hotel, Melbourne, Australia"
0,Oct,25,2003,Area-7,,"Corner Hotel, Melbourne, Australia"
0,Oct,25,2003,Commissioner Gordon,,"Corner Hotel, Melbourne, Australia"
0,Oct,25,2003,Milk,,"303 Bar, Melbourne, Australia"
0,Oct,25,2003,Lucie Thorne,,"303 Bar, Melbourne, Australia"
0,Oct,24,2003,Birtles Shorrock Goble,,"Melbourne Concert Hall, Melbourne, Australia"
0,Oct,23,2003,Prince,,"Metro Nightclub, Melbourne, Australia"
0,Oct,22,2003,GT,,"Rod Laver Arena, Melbourne, Australia"
0,Oct,22,2003,Prince,World Tour 2003,"Rod Laver Arena, Melbourne, Australia"
0,Oct,22,2003,Lucie Thorne,,"Clifton Hill Hotel, Melbourne, Australia"
0,Oct,21,2003,GT,,"Rod Laver Arena, Melbourne, Australia"
0,Oct,21,2003,Prince,World Tour 2003,"Rod Laver Arena, Melbourne, Australia"
0,Oct,21,2003,Prince,World Tour 2003,"Bennetts Lane Jazz Club, Melbourne, Australia"
0,Oct,19,2003,Augie March,,"Asylum Seeker Resource Centre, Melbourne, Australia"
0,Oct,19,2003,The Cat Empire,The Cat Empire,"Laundry Bar, Melbourne, Australia"
0,Oct,18,2003,Bugdust,,"Corner Hotel, Melbourne, Australia"
0,Oct,18,2003,The Butterfly Effect,Begins Here Album Tour Part 2,"Corner Hotel, Melbourne, Australia"
0,Oct,18,2003,From the Inside,,"Corner Hotel, Melbourne, Australia"
0,Oct,18,2003,Seven,,"Corner Hotel, Melbourne, Australia"
0,Oct,17,2003,The Bird,,"Corner Hotel, Melbourne, Australia"
0,Oct,17,2003,The Cat Empire,The Cat Empire,"Metro Nightclub, Melbourne, Australia"
0,Oct,17,2003,Fizard,,"Corner Hotel, Melbourne, Australia"
0,Oct,17,2003,Spod,,"Corner Hotel, Melbourne, Australia"
0,Oct,16,2003,Kim Dellavedova,,"The Empress Hotel, Melbourne, Australia"
0,Oct,16,2003,Dan Greenwood,,"Corner Hotel, Melbourne, Australia"
0,Oct,16,2003,Jurassic 5,,"The Palace Complex, Melbourne, Australia"
0,Oct,16,2003,Liars,,"The Hi-Fi, Melbourne, Australia"
0,Oct,16,2003,The Living End,,"HMV Bourke St Mall, Melbourne, Australia"
0,Oct,16,2003,Sime Nugent,,"The Empress Hotel, Melbourne, Australia"
0,Oct,16,2003,The Roots,,"The Palace Complex, Melbourne, Australia"
0,Oct,16,2003,Tarmac Adam,,"Corner Hotel, Melbourne, Australia"
0,Oct,16,2003,Lucie Thorne,,"The Empress Hotel, Melbourne, Australia"
0,Oct,16,2003,Yeah Yeah Yeahs,,"The Hi-Fi, Melbourne, Australia"
0,Oct,15,2003,Black Rebel Motorcycle Club,"Take Them On, On Your Own","The Prince of Wales, Melbourne, Australia"
0,Oct,15,2003,Hard‐Ons,,"Corner Hotel, Melbourne, Australia"
0,Oct,15,2003,Liars,,"The Hi-Fi, Melbourne, Australia"
0,Oct,15,2003,Turboneger,,"Corner Hotel, Melbourne, Australia"
0,Oct,15,2003,Yeah Yeah Yeahs,,"The Hi-Fi, Melbourne, Australia"
0,Oct,14,2003,Gazoonga Attack,,"Corner Hotel, Melbourne, Australia"
0,Oct,14,2003,Jesse Malin,,"Ding Dong Lounge, Melbourne, Australia"
0,Oct,14,2003,Me First and the Gimme Gimmes,,"Corner Hotel, Melbourne, Australia"
0,Oct,14,2003,The Self Righteous Brothers,,"Corner Hotel, Melbourne, Australia"
0,Oct,14,2003,The White Stripes,Elephant,"Rove Live, Melbourne, Australia"
0,Oct,14,2003,The White Stripes,Elephant,"The Palace Complex, Melbourne, Australia"
0,Oct,12,2003,The Anyones,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,The Beautiful Girls,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Black Rebel Motorcycle Club,"Take Them On, On Your Own","Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Boysetsfire,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Bugdust,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Bumblebeez,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Butterfingers,,"Rod Laver Arena, Melbourne, Australia"
0,Oct,12,2003,Cockfight Shootout,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Cut Copy,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Dexter,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,The Drones,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,For Amusement Only,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Frenzal Rhomb,,"Rod Laver Arena, Melbourne, Australia"
0,Oct,12,2003,Johnny G,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Gazoonga Attack,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Gelbison,,"Rod Laver Arena, Melbourne, Australia"
0,Oct,12,2003,Goldfinger,Open Your Eyes,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Har Mar Superstar,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,The Hellacopters,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,The Holy Soul,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Jurassic 5,,"Rod Laver Arena, Melbourne, Australia"
0,Oct,12,2003,Declan Kelly,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Lamb,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Less Than Jake,Anthem,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Liars,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Linkin Park,Australian/Asian Tour 2013,"Rod Laver Arena, Melbourne, Australia"
0,Oct,12,2003,Little Birdy,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,The Living End,Modern Artillery,"Rod Laver Arena, Melbourne, Australia"
0,Oct,12,2003,Mad Professor,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Jesse Malin,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Me First and the Gimme Gimmes,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Mindsnare,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Offcutts,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Ranson,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Resin Dogs,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Rocket Science,,"Rod Laver Arena, Melbourne, Australia"
0,Oct,12,2003,The Roots,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Second Dan,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Shihad,,"Rod Laver Arena, Melbourne, Australia"
0,Oct,12,2003,The Specimens,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Sunk Loto,,"Rod Laver Arena, Melbourne, Australia"
0,Oct,12,2003,Toe to Toe,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,True Live,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Turboneger,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Underside,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Vantage,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Mark Walton,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Whirlwind Heat,,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,The White Stripes,Elephant,"Melbourne Park, Melbourne, Australia"
0,Oct,12,2003,Yeah Yeah Yeahs,,"Melbourne Park, Melbourne, Australia"
0,Oct,11,2003,DJ Bonez,,"Corner Hotel, Melbourne, Australia"
0,Oct,11,2003,Lyrical Commission,,"Corner Hotel, Melbourne, Australia"
0,Oct,11,2003,Hyjak n Torcha,,"Corner Hotel, Melbourne, Australia"
0,Oct,11,2003,Koolism,,"Corner Hotel, Melbourne, Australia"
0,Oct,11,2003,Mass MC,,"Corner Hotel, Melbourne, Australia"
0,Oct,11,2003,Mnemonic Ascent,,"Corner Hotel, Melbourne, Australia"
0,Oct,10,2003,Ardijah,,"Corner Hotel, Melbourne, Australia"
0,Oct,10,2003,The Fauves,,"Evelyn Hotel, Melbourne, Australia"
0,Oct,10,2003,DJ Tikelz,,"Corner Hotel, Melbourne, Australia"
0,Oct,9,2003,After the Fall,,"Corner Hotel, Melbourne, Australia"
0,Oct,9,2003,Boysetsfire,,"Corner Hotel, Melbourne, Australia"
0,Oct,9,2003,Horsell Common,,"Corner Hotel, Melbourne, Australia"
0,Oct,9,2003,I Killed the Prom Queen,,"Corner Hotel, Melbourne, Australia"
0,Oct,9,2003,“Weird Al” Yankovic,The Poodle Hat Tour,"Palais Theatre, Melbourne, Australia"
0,Oct,8,2003,For Amusement Only,,"Corner Hotel, Melbourne, Australia"
0,Oct,8,2003,Less Than Jake,Anthem,"Corner Hotel, Melbourne, Australia"
0,Oct,8,2003,One Way Out,,"Corner Hotel, Melbourne, Australia"
0,Oct,7,2003,The Beach Boys,,"Palais Theatre, Melbourne, Australia"
0,Oct,6,2003,Pre_Shrunk,,"Corner Hotel, Melbourne, Australia"
0,Oct,6,2003,James Reyne,,"Corner Hotel, Melbourne, Australia"
0,Oct,5,2003,The Cat Empire,,"Mink Bar, Melbourne, Australia"
0,Oct,5,2003,Marty Willson-Piper,,"Readings Bookstore, Melbourne, Australia"
0,Oct,4,2003,Augie March,,"Corner Hotel, Melbourne, Australia"
0,Oct,4,2003,Clare Bowditch,,"Corner Hotel, Melbourne, Australia"
0,Oct,4,2003,Gelbison,,"Forum Theatre, Melbourne, Australia"
0,Oct,4,2003,Laura Jean,,"Corner Hotel, Melbourne, Australia"
0,Oct,4,2003,Glenn Richards,,"Corner Hotel, Melbourne, Australia"
0,Oct,4,2003,Screamfeeder,,"Evelyn Hotel, Melbourne, Australia"
0,Oct,4,2003,Something for Kate,Non-Fiction Tour,"Forum Theatre, Melbourne, Australia"
0,Oct,4,2003,You Am I,,"The Hi-Fi, Melbourne, Australia"
0,Oct,3,2003,The Fabulous Thunderbirds,,"Corner Hotel, Melbourne, Australia"
0,Oct,3,2003,Gelbison,,"Forum Theatre, Melbourne, Australia"
0,Oct,3,2003,Screamfeeder,,"The Esplanade Hotel, Melbourne, Australia"
0,Oct,3,2003,Something for Kate,Non-Fiction Tour,"Forum Theatre, Melbourne, Australia"
0,Oct,3,2003,Marty Willson-Piper,,"Cornish Arms, Melbourne, Australia"
0,Oct,2,2003,Amiel,Audio Out,"Evelyn Hotel, Melbourne, Australia"
0,Sep,30,2003,Jet,Get Born Promo,"Rove Live, Melbourne, Australia"
0,Sep,30,2003,Rose Tattoo,,"Corner Hotel, Melbourne, Australia"
0,Sep,29,2003,Birtles Shorrock Goble,,"Melbourne Town Hall, Melbourne, Australia"
0,Sep,29,2003,The Chicks,Top Of The World,"Rod Laver Arena, Melbourne, Australia"
0,Sep,28,2003,Baggsmen,Eleven Stages,"First Floor, Melbourne, Australia"
0,Sep,28,2003,The Chicks,Top Of The World,"Rod Laver Arena, Melbourne, Australia"
0,Sep,28,2003,Missy Higgins,,"Palais Theatre, Melbourne, Australia"
0,Sep,27,2003,Christine Anu,,"Melbourne Cricket Ground, Melbourne, Australia"
0,Sep,27,2003,Australian Idol Final 13,,"Melbourne Cricket Ground, Melbourne, Australia"
0,Sep,26,2003,Baggsmen,Eleven Stages,"Revolver Upstairs, Melbourne, Australia"
0,Sep,26,2003,Heligoland,,"The Planet, Melbourne, Australia"
0,Sep,26,2003,John Mayer,,"Palais Theatre, Melbourne, Australia"
0,Sep,26,2003,David McCormack and The Polaroids,Say Goodnight Tour,"Mountainview Inn, Melbourne, Australia"
0,Sep,26,2003,Mark Seymour,,"Federation Square, Melbourne, Australia"
0,Sep,26,2003,Silver Ray,,"The Planet, Melbourne, Australia"
0,Sep,26,2003,TISM,Save Our TISM,"The Hi-Fi, Melbourne, Australia"
0,Sep,26,2003,This Is Your Captain Speaking,,"The Planet, Melbourne, Australia"
0,Sep,26,2003,The Whitlams,Torching the Moon Tour,"Mountainview Inn, Melbourne, Australia"
0,Sep,25,2003,John Mayer,,"Palais Theatre, Melbourne, Australia"
0,Sep,25,2003,Pre_Shrunk,,"Brunswick Hotel, Melbourne, Australia"
0,Sep,25,2003,The Whitlams,Torching the Moon Tour,"The Prince of Wales, Melbourne, Australia"
0,Sep,24,2003,The Ataris,Australian Tour 2003,"The Hi-Fi, Melbourne, Australia"
0,Sep,24,2003,David McCormack and The Polaroids,Say Goodnight Tour,"Corner Hotel, Melbourne, Australia"
0,Sep,24,2003,TISM,,"Corner Hotel, Melbourne, Australia"
0,Sep,24,2003,The Whitlams,Torching the Moon Tour,"Corner Hotel, Melbourne, Australia"
0,Sep,23,2003,The Ataris,Australian Tour 2003,"The Hi-Fi, Melbourne, Australia"
0,Sep,21,2003,Billy Bragg and the Blokes,,"Forum Theatre, Melbourne, Australia"
0,Sep,20,2003,Billy Bragg and the Blokes,,"Forum Theatre, Melbourne, Australia"
0,Sep,20,2003,Stephen Cummings,,"The Rosstown Hotel, Melbourne, Australia"
0,Sep,19,2003,Cash Money,,"The Prince of Wales, Melbourne, Australia"
0,Sep,19,2003,EELS,Tour Of Duty,"The Palace Complex, Melbourne, Australia"
0,Sep,19,2003,Yes,Full Circle Tour 2002-2003,"Vodafone Arena, Melbourne, Australia"
0,Sep,18,2003,The Black Keys,Thickfreakness,"The Hi-Fi, Melbourne, Australia"
0,Sep,18,2003,The Critics,,"Goo @ Rebar, Melbourne, Australia"
0,Sep,18,2003,Stephen Cummings,,"Albert Park, Melbourne, Australia"
0,Sep,18,2003,Gyroscope,,"Goo @ Rebar, Melbourne, Australia"
0,Sep,18,2003,Horsell Common,,"Goo @ Rebar, Melbourne, Australia"
0,Sep,18,2003,You Am I,,"Gaslight Music, Melbourne, Australia"
0,Sep,17,2003,The Black Keys,Thickfreakness,"The Prince of Wales, Melbourne, Australia"
0,Sep,16,2003,Marilyn Manson,,"Vodafone Arena, Melbourne, Australia"
0,Sep,16,2003,You Am I,,"Rove Live, Melbourne, Australia"
0,Sep,15,2003,Marilyn Manson,Grotesk Burlesk,"Vodafone Arena, Melbourne, Australia"
0,Sep,14,2003,The Cat Empire,,"The Prince of Wales, Melbourne, Australia"
0,Sep,14,2003,Gyroscope,,"The Arthouse, Melbourne, Australia"
0,Sep,14,2003,Kisschasy,,"The Arthouse, Melbourne, Australia"
0,Sep,14,2003,Tiltmeter,,"The Arthouse, Melbourne, Australia"
0,Sep,13,2003,Antiskeptic,Aurora,"Corner Hotel, Melbourne, Australia"
0,Sep,13,2003,Antiskeptic,Aurora,"Corner Hotel, Melbourne, Australia"
0,Sep,13,2003,Matt Chapman,,"Cornish Arms, Melbourne, Australia"
0,Sep,13,2003,Front End Loader,Ape Got Fire Tour,"Front Bar, The Esplanade Hotel, Melbourne, Australia"
0,Sep,13,2003,Gazoonga Attack,,"Front Bar, The Esplanade Hotel, Melbourne, Australia"
0,Sep,13,2003,Gyroscope,,"Corner Hotel, Melbourne, Australia"
0,Sep,13,2003,Gyroscope,,"Corner Hotel, Melbourne, Australia"
0,Sep,13,2003,Rambunctious,Turn Off the TV Tour,"Cornish Arms, Melbourne, Australia"
0,Sep,13,2003,Thinktank,Rules for Revolution,"Corner Hotel, Melbourne, Australia"
0,Sep,13,2003,Thinktank,Rules for Revolution,"Corner Hotel, Melbourne, Australia"
0,Sep,12,2003,Contrive,,"The Hi-Fi, Melbourne, Australia"
0,Sep,12,2003,Embodiment 12:14,,"The Hi-Fi, Melbourne, Australia"
0,Sep,12,2003,Frankenbok,,"The Hi-Fi, Melbourne, Australia"
0,Sep,12,2003,Front End Loader,Ape Got Fire Tour,"The Tote Hotel, Melbourne, Australia"
0,Sep,12,2003,Gazoonga Attack,,"The Tote Hotel, Melbourne, Australia"
0,Sep,12,2003,Joe Jackson,The 25th Anniversary Reunion Tour,"Mercury Lounge, Melbourne, Australia"
0,Sep,12,2003,Offcutts,The Paper and Plastic Bag,"The Esplanade Hotel, Melbourne, Australia"
0,Sep,12,2003,Soilwork,,"The Hi-Fi, Melbourne, Australia"
0,Sep,11,2003,Catpower,,"Corner Hotel, Melbourne, Australia"
0,Sep,11,2003,Mick Hart,,"Evelyn Hotel, Melbourne, Australia"
0,Sep,11,2003,Joe Jackson,The 25th Anniversary Reunion Tour,"Palais Theatre, Melbourne, Australia"
0,Sep,11,2003,Rambunctious,Turn Off the TV Tour,"Evelyn Hotel, Melbourne, Australia"
0,Sep,11,2003,Mark Seymour,,"Raheen, Melbourne, Australia"
0,Sep,10,2003,Tim Rogers,,"Rainbow Hotel, Melbourne, Australia"
0,Sep,9,2003,Ben Lee,Hey You. Yes You. Tour,"The Prince of Wales, Melbourne, Australia"
0,Sep,9,2003,Longwave,,"The Prince of Wales, Melbourne, Australia"
0,Sep,9,2003,Lou Reed,The Raven,"Forum Theatre, Melbourne, Australia"
0,Sep,8,2003,Lou Reed,The Raven,"Palais Theatre, Melbourne, Australia"
0,Sep,7,2003,Salmonella Dub,,"Corner Hotel, Melbourne, Australia"
0,Sep,6,2003,Carus,Songs from Martin St National Tour,"Cornish Arms, Melbourne, Australia"
0,Sep,6,2003,Cockfight Shootout,,"The Green Room, Melbourne, Australia"
0,Sep,6,2003,Downsyde,2003 Winter Tour,"Revolver Upstairs, Melbourne, Australia"
0,Sep,6,2003,The Gels,"Never Mind the Title, Here's The Gels","The Green Room, Melbourne, Australia"
0,Sep,6,2003,Goodshirt,2003 East Coast Tour,"Evelyn Hotel, Melbourne, Australia"
0,Sep,6,2003,Peabody,2003 East Coast Tour,"Evelyn Hotel, Melbourne, Australia"
0,Sep,6,2003,Salmonella Dub,,"Corner Hotel, Melbourne, Australia"
0,Sep,6,2003,Mark Seymour,,"Uncle Neil's Place, Melbourne, Australia"
0,Sep,6,2003,Shihad,,"The Hi-Fi, Melbourne, Australia"
0,Sep,6,2003,Spazzys,,"The Green Room, Melbourne, Australia"
0,Sep,5,2003,The Devilrock Four,,"The Green Room, Melbourne, Australia"
0,Sep,5,2003,Downsyde,2003 Winter Tour,"Evelyn Hotel, Melbourne, Australia"
0,Sep,5,2003,The Gels,"Never Mind the Title, Here's The Gels","The Green Room, Melbourne, Australia"
0,Sep,5,2003,Shihad,,"The Hi-Fi, Melbourne, Australia"
0,Sep,5,2003,The Bakelite Age,,"The Green Room, Melbourne, Australia"
0,Sep,5,2003,Tinkerbell,,"The Green Room, Melbourne, Australia"
0,Sep,5,2003,múm,,"Corner Hotel, Melbourne, Australia"
0,Sep,4,2003,Paul Dempsey,,"Laundry Bar, Melbourne, Australia"
0,Sep,4,2003,múm,,"Corner Hotel, Melbourne, Australia"
0,Sep,3,2003,Tobias Cummings,,"Duke of Windsor Hotel, Melbourne, Australia"
0,Sep,3,2003,Duckdive,,"Duke of Windsor Hotel, Melbourne, Australia"
0,Sep,3,2003,Owen Eales,,"Duke of Windsor Hotel, Melbourne, Australia"
0,Sep,3,2003,Gersey,,"Corner Hotel, Melbourne, Australia"
0,Sep,3,2003,Peter Kowarsky,,"Duke of Windsor Hotel, Melbourne, Australia"
0,Sep,3,2003,Nada Surf,,"Corner Hotel, Melbourne, Australia"
0,Sep,3,2003,Melia Naughton,,"Duke of Windsor Hotel, Melbourne, Australia"
0,Sep,3,2003,Eva Popov,,"Duke of Windsor Hotel, Melbourne, Australia"
0,Sep,3,2003,Treetops,,"Corner Hotel, Melbourne, Australia"
0,Sep,2,2003,Fred Eaglesmith,,"Corner Hotel, Melbourne, Australia"
0,Sep,1,2003,Pre_Shrunk,,"The Esplanade Hotel, Melbourne, Australia"
0,Aug,30,2003,Devastations,,"Rob Roy Hotel, Melbourne, Australia"
0,Aug,30,2003,Doro,Fight,"The Esplanade Hotel, Melbourne, Australia"
0,Aug,30,2003,Glenn Richards,,"Rob Roy Hotel, Melbourne, Australia"
0,Aug,30,2003,Royalchord,,"Rob Roy Hotel, Melbourne, Australia"
0,Aug,29,2003,Adlerseri,,"The Planet, Melbourne, Australia"
0,Aug,29,2003,All India Radio,,"The Planet, Melbourne, Australia"
0,Aug,29,2003,The Butterfly Effect,Begins Here National Tour,"The Hi-Fi, Melbourne, Australia"
0,Aug,29,2003,Kasey Chambers,2003 Australian East Coast Tour,"Palais Theatre, Melbourne, Australia"
0,Aug,29,2003,Dark Network,,"Revolver Upstairs, Melbourne, Australia"
0,Aug,29,2003,Fred Eaglesmith,,"Palais Theatre, Melbourne, Australia"
0,Aug,29,2003,I Want a Hovercraft,,"The Planet, Melbourne, Australia"
0,Aug,29,2003,The Lucksmiths,A Little Distraction,"Corner Hotel, Melbourne, Australia"
0,Aug,29,2003,Meem,The Big Hoo-Hah,"Revolver Upstairs, Melbourne, Australia"
0,Aug,29,2003,Melodyssey,,"The Hi-Fi, Melbourne, Australia"
0,Aug,29,2003,Shane Nicholson,,"Palais Theatre, Melbourne, Australia"
0,Aug,29,2003,Treetops,,"Corner Hotel, Melbourne, Australia"
0,Aug,28,2003,Brassy,,"Corner Hotel, Melbourne, Australia"
0,Aug,28,2003,Kasey Chambers,2003 Australian East Coast Tour,"Palais Theatre, Melbourne, Australia"
0,Aug,28,2003,Fred Eaglesmith,,"Palais Theatre, Melbourne, Australia"
0,Aug,28,2003,Shane Nicholson,,"Palais Theatre, Melbourne, Australia"
0,Aug,27,2003,Grandville,,"Corner Hotel, Melbourne, Australia"
0,Aug,27,2003,Laura Imbruglia,,"Corner Hotel, Melbourne, Australia"
0,Aug,27,2003,Tegan and Sara,If It Was You,"Corner Hotel, Melbourne, Australia"
0,Aug,27,2003,Chris Whitley,,"PBS Studios, Melbourne, Australia"
0,Aug,26,2003,Powderfinger,,"Rove Live, Melbourne, Australia"
0,Aug,24,2003,Tex Perkins’ Dark Horses,,"Gershwin Room, The Esplanade Hotel, Melbourne, Australia"
0,Aug,24,2003,Sensitive New Age Cowpersons,,"Corner Hotel, Melbourne, Australia"
0,Aug,24,2003,Matt Walker & The Necessary Few,,"Gershwin Room, The Esplanade Hotel, Melbourne, Australia"
0,Aug,23,2003,Askew,,"Public Office, Melbourne, Australia"
0,Aug,23,2003,Doro,,"Breakers, Melbourne, Australia"
